accuracy,max_depth,max_features,min_samples_leaf,min_samples_split,search_type
0.491,25.0,sqrt,1.0,2.0,grid
0.48915,25.0,sqrt,1.0,9.0,grid
0.48945,25.0,sqrt,1.0,16.0,grid
0.49560000000000004,25.0,sqrt,1.0,23.0,grid
0.50005,25.0,sqrt,1.0,30.0,grid
0.502,25.0,sqrt,1.0,37.0,grid
0.5085,25.0,sqrt,1.0,44.0,grid
0.52,25.0,sqrt,16.0,2.0,grid
0.52,25.0,sqrt,16.0,9.0,grid
0.52,25.0,sqrt,16.0,16.0,grid
0.52,25.0,sqrt,16.0,23.0,grid
0.52,25.0,sqrt,16.0,30.0,grid
0.52555,25.0,sqrt,16.0,37.0,grid
0.52005,25.0,sqrt,16.0,44.0,grid
0.5271,25.0,sqrt,31.0,2.0,grid
0.5271,25.0,sqrt,31.0,9.0,grid
0.5271,25.0,sqrt,31.0,16.0,grid
0.5271,25.0,sqrt,31.0,23.0,grid
0.5271,25.0,sqrt,31.0,30.0,grid
0.5271,25.0,sqrt,31.0,37.0,grid
0.5271,25.0,sqrt,31.0,44.0,grid
0.5333,25.0,sqrt,46.0,2.0,grid
0.5333,25.0,sqrt,46.0,9.0,grid
0.5333,25.0,sqrt,46.0,16.0,grid
0.5333,25.0,sqrt,46.0,23.0,grid
0.5333,25.0,sqrt,46.0,30.0,grid
0.5333,25.0,sqrt,46.0,37.0,grid
0.5333,25.0,sqrt,46.0,44.0,grid
0.52945,25.0,sqrt,61.0,2.0,grid
0.52945,25.0,sqrt,61.0,9.0,grid
0.52945,25.0,sqrt,61.0,16.0,grid
0.52945,25.0,sqrt,61.0,23.0,grid
0.52945,25.0,sqrt,61.0,30.0,grid
0.52945,25.0,sqrt,61.0,37.0,grid
0.52945,25.0,sqrt,61.0,44.0,grid
0.5264,25.0,sqrt,76.0,2.0,grid
0.5264,25.0,sqrt,76.0,9.0,grid
0.5264,25.0,sqrt,76.0,16.0,grid
0.5264,25.0,sqrt,76.0,23.0,grid
0.5264,25.0,sqrt,76.0,30.0,grid
0.5264,25.0,sqrt,76.0,37.0,grid
0.5264,25.0,sqrt,76.0,44.0,grid
0.52675,25.0,sqrt,91.0,2.0,grid
0.52675,25.0,sqrt,91.0,9.0,grid
0.52675,25.0,sqrt,91.0,16.0,grid
0.52675,25.0,sqrt,91.0,23.0,grid
0.52675,25.0,sqrt,91.0,30.0,grid
0.52675,25.0,sqrt,91.0,37.0,grid
0.52675,25.0,sqrt,91.0,44.0,grid
0.47705000000000003,25.0,log2,1.0,2.0,grid
0.47830000000000006,25.0,log2,1.0,9.0,grid
0.4848,25.0,log2,1.0,16.0,grid
0.4937,25.0,log2,1.0,23.0,grid
0.49339999999999995,25.0,log2,1.0,30.0,grid
0.49555,25.0,log2,1.0,37.0,grid
0.49990000000000007,25.0,log2,1.0,44.0,grid
0.51395,25.0,log2,16.0,2.0,grid
0.51395,25.0,log2,16.0,9.0,grid
0.51395,25.0,log2,16.0,16.0,grid
0.51395,25.0,log2,16.0,23.0,grid
0.51395,25.0,log2,16.0,30.0,grid
0.5172000000000001,25.0,log2,16.0,37.0,grid
0.51565,25.0,log2,16.0,44.0,grid
0.52105,25.0,log2,31.0,2.0,grid
0.52105,25.0,log2,31.0,9.0,grid
0.52105,25.0,log2,31.0,16.0,grid
0.52105,25.0,log2,31.0,23.0,grid
0.52105,25.0,log2,31.0,30.0,grid
0.52105,25.0,log2,31.0,37.0,grid
0.52105,25.0,log2,31.0,44.0,grid
0.5265000000000001,25.0,log2,46.0,2.0,grid
0.5265000000000001,25.0,log2,46.0,9.0,grid
0.5265000000000001,25.0,log2,46.0,16.0,grid
0.5265000000000001,25.0,log2,46.0,23.0,grid
0.5265000000000001,25.0,log2,46.0,30.0,grid
0.5265000000000001,25.0,log2,46.0,37.0,grid
0.5265000000000001,25.0,log2,46.0,44.0,grid
0.5186999999999999,25.0,log2,61.0,2.0,grid
0.5186999999999999,25.0,log2,61.0,9.0,grid
0.5186999999999999,25.0,log2,61.0,16.0,grid
0.5186999999999999,25.0,log2,61.0,23.0,grid
0.5186999999999999,25.0,log2,61.0,30.0,grid
0.5186999999999999,25.0,log2,61.0,37.0,grid
0.5186999999999999,25.0,log2,61.0,44.0,grid
0.5142,25.0,log2,76.0,2.0,grid
0.5142,25.0,log2,76.0,9.0,grid
0.5142,25.0,log2,76.0,16.0,grid
0.5142,25.0,log2,76.0,23.0,grid
0.5142,25.0,log2,76.0,30.0,grid
0.5142,25.0,log2,76.0,37.0,grid
0.5142,25.0,log2,76.0,44.0,grid
0.5184,25.0,log2,91.0,2.0,grid
0.5184,25.0,log2,91.0,9.0,grid
0.5184,25.0,log2,91.0,16.0,grid
0.5184,25.0,log2,91.0,23.0,grid
0.5184,25.0,log2,91.0,30.0,grid
0.5184,25.0,log2,91.0,37.0,grid
0.5184,25.0,log2,91.0,44.0,grid
0.48484999999999995,50.0,sqrt,1.0,2.0,grid
0.48575,50.0,sqrt,1.0,9.0,grid
0.49165000000000003,50.0,sqrt,1.0,16.0,grid
0.4963,50.0,sqrt,1.0,23.0,grid
0.5032,50.0,sqrt,1.0,30.0,grid
0.5081,50.0,sqrt,1.0,37.0,grid
0.503,50.0,sqrt,1.0,44.0,grid
0.52,50.0,sqrt,16.0,2.0,grid
0.52,50.0,sqrt,16.0,9.0,grid
0.52,50.0,sqrt,16.0,16.0,grid
0.52,50.0,sqrt,16.0,23.0,grid
0.52,50.0,sqrt,16.0,30.0,grid
0.52555,50.0,sqrt,16.0,37.0,grid
0.52005,50.0,sqrt,16.0,44.0,grid
0.5271,50.0,sqrt,31.0,2.0,grid
0.5271,50.0,sqrt,31.0,9.0,grid
0.5271,50.0,sqrt,31.0,16.0,grid
0.5271,50.0,sqrt,31.0,23.0,grid
0.5271,50.0,sqrt,31.0,30.0,grid
0.5271,50.0,sqrt,31.0,37.0,grid
0.5271,50.0,sqrt,31.0,44.0,grid
0.5333,50.0,sqrt,46.0,2.0,grid
0.5333,50.0,sqrt,46.0,9.0,grid
0.5333,50.0,sqrt,46.0,16.0,grid
0.5333,50.0,sqrt,46.0,23.0,grid
0.5333,50.0,sqrt,46.0,30.0,grid
0.5333,50.0,sqrt,46.0,37.0,grid
0.5333,50.0,sqrt,46.0,44.0,grid
0.52945,50.0,sqrt,61.0,2.0,grid
0.52945,50.0,sqrt,61.0,9.0,grid
0.52945,50.0,sqrt,61.0,16.0,grid
0.52945,50.0,sqrt,61.0,23.0,grid
0.52945,50.0,sqrt,61.0,30.0,grid
0.52945,50.0,sqrt,61.0,37.0,grid
0.52945,50.0,sqrt,61.0,44.0,grid
0.5264,50.0,sqrt,76.0,2.0,grid
0.5264,50.0,sqrt,76.0,9.0,grid
0.5264,50.0,sqrt,76.0,16.0,grid
0.5264,50.0,sqrt,76.0,23.0,grid
0.5264,50.0,sqrt,76.0,30.0,grid
0.5264,50.0,sqrt,76.0,37.0,grid
0.5264,50.0,sqrt,76.0,44.0,grid
0.52675,50.0,sqrt,91.0,2.0,grid
0.52675,50.0,sqrt,91.0,9.0,grid
0.52675,50.0,sqrt,91.0,16.0,grid
0.52675,50.0,sqrt,91.0,23.0,grid
0.52675,50.0,sqrt,91.0,30.0,grid
0.52675,50.0,sqrt,91.0,37.0,grid
0.52675,50.0,sqrt,91.0,44.0,grid
0.47054999999999997,50.0,log2,1.0,2.0,grid
0.47825000000000006,50.0,log2,1.0,9.0,grid
0.48535000000000006,50.0,log2,1.0,16.0,grid
0.47859999999999997,50.0,log2,1.0,23.0,grid
0.4915999999999999,50.0,log2,1.0,30.0,grid
0.50345,50.0,log2,1.0,37.0,grid
0.5025999999999999,50.0,log2,1.0,44.0,grid
0.51395,50.0,log2,16.0,2.0,grid
0.51395,50.0,log2,16.0,9.0,grid
0.51395,50.0,log2,16.0,16.0,grid
0.51395,50.0,log2,16.0,23.0,grid
0.51395,50.0,log2,16.0,30.0,grid
0.5172000000000001,50.0,log2,16.0,37.0,grid
0.51565,50.0,log2,16.0,44.0,grid
0.52105,50.0,log2,31.0,2.0,grid
0.52105,50.0,log2,31.0,9.0,grid
0.52105,50.0,log2,31.0,16.0,grid
0.52105,50.0,log2,31.0,23.0,grid
0.52105,50.0,log2,31.0,30.0,grid
0.52105,50.0,log2,31.0,37.0,grid
0.52105,50.0,log2,31.0,44.0,grid
0.5265000000000001,50.0,log2,46.0,2.0,grid
0.5265000000000001,50.0,log2,46.0,9.0,grid
0.5265000000000001,50.0,log2,46.0,16.0,grid
0.5265000000000001,50.0,log2,46.0,23.0,grid
0.5265000000000001,50.0,log2,46.0,30.0,grid
0.5265000000000001,50.0,log2,46.0,37.0,grid
0.5265000000000001,50.0,log2,46.0,44.0,grid
0.5186999999999999,50.0,log2,61.0,2.0,grid
0.5186999999999999,50.0,log2,61.0,9.0,grid
0.5186999999999999,50.0,log2,61.0,16.0,grid
0.5186999999999999,50.0,log2,61.0,23.0,grid
0.5186999999999999,50.0,log2,61.0,30.0,grid
0.5186999999999999,50.0,log2,61.0,37.0,grid
0.5186999999999999,50.0,log2,61.0,44.0,grid
0.5142,50.0,log2,76.0,2.0,grid
0.5142,50.0,log2,76.0,9.0,grid
0.5142,50.0,log2,76.0,16.0,grid
0.5142,50.0,log2,76.0,23.0,grid
0.5142,50.0,log2,76.0,30.0,grid
0.5142,50.0,log2,76.0,37.0,grid
0.5142,50.0,log2,76.0,44.0,grid
0.5184,50.0,log2,91.0,2.0,grid
0.5184,50.0,log2,91.0,9.0,grid
0.5184,50.0,log2,91.0,16.0,grid
0.5184,50.0,log2,91.0,23.0,grid
0.5184,50.0,log2,91.0,30.0,grid
0.5184,50.0,log2,91.0,37.0,grid
0.5184,50.0,log2,91.0,44.0,grid
0.48484999999999995,100.0,sqrt,1.0,2.0,grid
0.48575,100.0,sqrt,1.0,9.0,grid
0.49165000000000003,100.0,sqrt,1.0,16.0,grid
0.4963,100.0,sqrt,1.0,23.0,grid
0.5032,100.0,sqrt,1.0,30.0,grid
0.5081,100.0,sqrt,1.0,37.0,grid
0.503,100.0,sqrt,1.0,44.0,grid
0.52,100.0,sqrt,16.0,2.0,grid
0.52,100.0,sqrt,16.0,9.0,grid
0.52,100.0,sqrt,16.0,16.0,grid
0.52,100.0,sqrt,16.0,23.0,grid
0.52,100.0,sqrt,16.0,30.0,grid
0.52555,100.0,sqrt,16.0,37.0,grid
0.52005,100.0,sqrt,16.0,44.0,grid
0.5271,100.0,sqrt,31.0,2.0,grid
0.5271,100.0,sqrt,31.0,9.0,grid
0.5271,100.0,sqrt,31.0,16.0,grid
0.5271,100.0,sqrt,31.0,23.0,grid
0.5271,100.0,sqrt,31.0,30.0,grid
0.5271,100.0,sqrt,31.0,37.0,grid
0.5271,100.0,sqrt,31.0,44.0,grid
0.5333,100.0,sqrt,46.0,2.0,grid
0.5333,100.0,sqrt,46.0,9.0,grid
0.5333,100.0,sqrt,46.0,16.0,grid
0.5333,100.0,sqrt,46.0,23.0,grid
0.5333,100.0,sqrt,46.0,30.0,grid
0.5333,100.0,sqrt,46.0,37.0,grid
0.5333,100.0,sqrt,46.0,44.0,grid
0.52945,100.0,sqrt,61.0,2.0,grid
0.52945,100.0,sqrt,61.0,9.0,grid
0.52945,100.0,sqrt,61.0,16.0,grid
0.52945,100.0,sqrt,61.0,23.0,grid
0.52945,100.0,sqrt,61.0,30.0,grid
0.52945,100.0,sqrt,61.0,37.0,grid
0.52945,100.0,sqrt,61.0,44.0,grid
0.5264,100.0,sqrt,76.0,2.0,grid
0.5264,100.0,sqrt,76.0,9.0,grid
0.5264,100.0,sqrt,76.0,16.0,grid
0.5264,100.0,sqrt,76.0,23.0,grid
0.5264,100.0,sqrt,76.0,30.0,grid
0.5264,100.0,sqrt,76.0,37.0,grid
0.5264,100.0,sqrt,76.0,44.0,grid
0.52675,100.0,sqrt,91.0,2.0,grid
0.52675,100.0,sqrt,91.0,9.0,grid
0.52675,100.0,sqrt,91.0,16.0,grid
0.52675,100.0,sqrt,91.0,23.0,grid
0.52675,100.0,sqrt,91.0,30.0,grid
0.52675,100.0,sqrt,91.0,37.0,grid
0.52675,100.0,sqrt,91.0,44.0,grid
0.47054999999999997,100.0,log2,1.0,2.0,grid
0.47825000000000006,100.0,log2,1.0,9.0,grid
0.48535000000000006,100.0,log2,1.0,16.0,grid
0.47859999999999997,100.0,log2,1.0,23.0,grid
0.4915999999999999,100.0,log2,1.0,30.0,grid
0.50345,100.0,log2,1.0,37.0,grid
0.5025999999999999,100.0,log2,1.0,44.0,grid
0.51395,100.0,log2,16.0,2.0,grid
0.51395,100.0,log2,16.0,9.0,grid
0.51395,100.0,log2,16.0,16.0,grid
0.51395,100.0,log2,16.0,23.0,grid
0.51395,100.0,log2,16.0,30.0,grid
0.5172000000000001,100.0,log2,16.0,37.0,grid
0.51565,100.0,log2,16.0,44.0,grid
0.52105,100.0,log2,31.0,2.0,grid
0.52105,100.0,log2,31.0,9.0,grid
0.52105,100.0,log2,31.0,16.0,grid
0.52105,100.0,log2,31.0,23.0,grid
0.52105,100.0,log2,31.0,30.0,grid
0.52105,100.0,log2,31.0,37.0,grid
0.52105,100.0,log2,31.0,44.0,grid
0.5265000000000001,100.0,log2,46.0,2.0,grid
0.5265000000000001,100.0,log2,46.0,9.0,grid
0.5265000000000001,100.0,log2,46.0,16.0,grid
0.5265000000000001,100.0,log2,46.0,23.0,grid
0.5265000000000001,100.0,log2,46.0,30.0,grid
0.5265000000000001,100.0,log2,46.0,37.0,grid
0.5265000000000001,100.0,log2,46.0,44.0,grid
0.5186999999999999,100.0,log2,61.0,2.0,grid
0.5186999999999999,100.0,log2,61.0,9.0,grid
0.5186999999999999,100.0,log2,61.0,16.0,grid
0.5186999999999999,100.0,log2,61.0,23.0,grid
0.5186999999999999,100.0,log2,61.0,30.0,grid
0.5186999999999999,100.0,log2,61.0,37.0,grid
0.5186999999999999,100.0,log2,61.0,44.0,grid
0.5142,100.0,log2,76.0,2.0,grid
0.5142,100.0,log2,76.0,9.0,grid
0.5142,100.0,log2,76.0,16.0,grid
0.5142,100.0,log2,76.0,23.0,grid
0.5142,100.0,log2,76.0,30.0,grid
0.5142,100.0,log2,76.0,37.0,grid
0.5142,100.0,log2,76.0,44.0,grid
0.5184,100.0,log2,91.0,2.0,grid
0.5184,100.0,log2,91.0,9.0,grid
0.5184,100.0,log2,91.0,16.0,grid
0.5184,100.0,log2,91.0,23.0,grid
0.5184,100.0,log2,91.0,30.0,grid
0.5184,100.0,log2,91.0,37.0,grid
0.5184,100.0,log2,91.0,44.0,grid
0.48484999999999995,500.0,sqrt,1.0,2.0,grid
0.48575,500.0,sqrt,1.0,9.0,grid
0.49165000000000003,500.0,sqrt,1.0,16.0,grid
0.4963,500.0,sqrt,1.0,23.0,grid
0.5032,500.0,sqrt,1.0,30.0,grid
0.5081,500.0,sqrt,1.0,37.0,grid
0.503,500.0,sqrt,1.0,44.0,grid
0.52,500.0,sqrt,16.0,2.0,grid
0.52,500.0,sqrt,16.0,9.0,grid
0.52,500.0,sqrt,16.0,16.0,grid
0.52,500.0,sqrt,16.0,23.0,grid
0.52,500.0,sqrt,16.0,30.0,grid
0.52555,500.0,sqrt,16.0,37.0,grid
0.52005,500.0,sqrt,16.0,44.0,grid
0.5271,500.0,sqrt,31.0,2.0,grid
0.5271,500.0,sqrt,31.0,9.0,grid
0.5271,500.0,sqrt,31.0,16.0,grid
0.5271,500.0,sqrt,31.0,23.0,grid
0.5271,500.0,sqrt,31.0,30.0,grid
0.5271,500.0,sqrt,31.0,37.0,grid
0.5271,500.0,sqrt,31.0,44.0,grid
0.5333,500.0,sqrt,46.0,2.0,grid
0.5333,500.0,sqrt,46.0,9.0,grid
0.5333,500.0,sqrt,46.0,16.0,grid
0.5333,500.0,sqrt,46.0,23.0,grid
0.5333,500.0,sqrt,46.0,30.0,grid
0.5333,500.0,sqrt,46.0,37.0,grid
0.5333,500.0,sqrt,46.0,44.0,grid
0.52945,500.0,sqrt,61.0,2.0,grid
0.52945,500.0,sqrt,61.0,9.0,grid
0.52945,500.0,sqrt,61.0,16.0,grid
0.52945,500.0,sqrt,61.0,23.0,grid
0.52945,500.0,sqrt,61.0,30.0,grid
0.52945,500.0,sqrt,61.0,37.0,grid
0.52945,500.0,sqrt,61.0,44.0,grid
0.5264,500.0,sqrt,76.0,2.0,grid
0.5264,500.0,sqrt,76.0,9.0,grid
0.5264,500.0,sqrt,76.0,16.0,grid
0.5264,500.0,sqrt,76.0,23.0,grid
0.5264,500.0,sqrt,76.0,30.0,grid
0.5264,500.0,sqrt,76.0,37.0,grid
0.5264,500.0,sqrt,76.0,44.0,grid
0.52675,500.0,sqrt,91.0,2.0,grid
0.52675,500.0,sqrt,91.0,9.0,grid
0.52675,500.0,sqrt,91.0,16.0,grid
0.52675,500.0,sqrt,91.0,23.0,grid
0.52675,500.0,sqrt,91.0,30.0,grid
0.52675,500.0,sqrt,91.0,37.0,grid
0.52675,500.0,sqrt,91.0,44.0,grid
0.47054999999999997,500.0,log2,1.0,2.0,grid
0.47825000000000006,500.0,log2,1.0,9.0,grid
0.48535000000000006,500.0,log2,1.0,16.0,grid
0.47859999999999997,500.0,log2,1.0,23.0,grid
0.4915999999999999,500.0,log2,1.0,30.0,grid
0.50345,500.0,log2,1.0,37.0,grid
0.5025999999999999,500.0,log2,1.0,44.0,grid
0.51395,500.0,log2,16.0,2.0,grid
0.51395,500.0,log2,16.0,9.0,grid
0.51395,500.0,log2,16.0,16.0,grid
0.51395,500.0,log2,16.0,23.0,grid
0.51395,500.0,log2,16.0,30.0,grid
0.5172000000000001,500.0,log2,16.0,37.0,grid
0.51565,500.0,log2,16.0,44.0,grid
0.52105,500.0,log2,31.0,2.0,grid
0.52105,500.0,log2,31.0,9.0,grid
0.52105,500.0,log2,31.0,16.0,grid
0.52105,500.0,log2,31.0,23.0,grid
0.52105,500.0,log2,31.0,30.0,grid
0.52105,500.0,log2,31.0,37.0,grid
0.52105,500.0,log2,31.0,44.0,grid
0.5265000000000001,500.0,log2,46.0,2.0,grid
0.5265000000000001,500.0,log2,46.0,9.0,grid
0.5265000000000001,500.0,log2,46.0,16.0,grid
0.5265000000000001,500.0,log2,46.0,23.0,grid
0.5265000000000001,500.0,log2,46.0,30.0,grid
0.5265000000000001,500.0,log2,46.0,37.0,grid
0.5265000000000001,500.0,log2,46.0,44.0,grid
0.5186999999999999,500.0,log2,61.0,2.0,grid
0.5186999999999999,500.0,log2,61.0,9.0,grid
0.5186999999999999,500.0,log2,61.0,16.0,grid
0.5186999999999999,500.0,log2,61.0,23.0,grid
0.5186999999999999,500.0,log2,61.0,30.0,grid
0.5186999999999999,500.0,log2,61.0,37.0,grid
