accuracy,hidden_size,leaky_relu,learning_rate,num_layers,p_dropout,search_type,weight_decay
0.5115,1000.0,1.0,0.0001,2.0,0.0,grid,0.001
0.5111,1000.0,1.0,0.0001,2.0,0.0,grid,0.01
0.3817,1000.0,1.0,0.0001,1.0,0.5,grid,1e-05
0.3816,1000.0,1.0,0.0001,1.0,0.5,grid,0.001
0.3803,1000.0,1.0,0.0001,1.0,0.5,grid,0.01
0.4079,1000.0,1.0,0.0001,1.0,0.0,grid,1e-05
0.4079,1000.0,1.0,0.0001,1.0,0.0,grid,0.001
0.4063,1000.0,1.0,0.0001,1.0,0.0,grid,0.01
0.2029,1000.0,1.0,0.001,3.0,0.5,grid,1e-05
0.1942,1000.0,1.0,0.001,3.0,0.5,grid,0.001
0.1809,1000.0,1.0,0.001,3.0,0.5,grid,0.01
0.4521,1000.0,1.0,0.001,3.0,0.0,grid,1e-05
0.4642,1000.0,1.0,0.001,3.0,0.0,grid,0.001
0.4641,1000.0,1.0,0.001,3.0,0.0,grid,0.01
0.2735,1000.0,1.0,0.001,2.0,0.5,grid,1e-05
0.3106,1000.0,1.0,0.001,2.0,0.5,grid,0.001
0.2538,1000.0,1.0,0.001,2.0,0.5,grid,0.01
0.4741,1000.0,1.0,0.001,2.0,0.0,grid,1e-05
0.4685,1000.0,1.0,0.001,2.0,0.0,grid,0.001
0.468,1000.0,1.0,0.001,2.0,0.0,grid,0.01
0.3143,1000.0,1.0,0.001,1.0,0.5,grid,1e-05
0.3064,1000.0,1.0,0.001,1.0,0.5,grid,0.001
0.3189,1000.0,1.0,0.001,1.0,0.5,grid,0.01
0.3754,1000.0,1.0,0.001,1.0,0.0,grid,1e-05
0.3745,1000.0,1.0,0.001,1.0,0.0,grid,0.001
0.3737,1000.0,1.0,0.001,1.0,0.0,grid,0.01
0.131,1000.0,1.0,0.01,3.0,0.5,grid,1e-05
0.1055,1000.0,1.0,0.01,3.0,0.5,grid,0.001
0.1448,1000.0,1.0,0.01,3.0,0.5,grid,0.01
0.4377,1000.0,1.0,0.01,3.0,0.0,grid,1e-05
0.4623,1000.0,1.0,0.01,3.0,0.0,grid,0.001
0.4638,1000.0,1.0,0.01,3.0,0.0,grid,0.01
0.1506,1000.0,1.0,0.01,2.0,0.5,grid,1e-05
0.1733,1000.0,1.0,0.01,2.0,0.5,grid,0.001
0.1634,1000.0,1.0,0.01,2.0,0.5,grid,0.01
0.4595,1000.0,1.0,0.01,2.0,0.0,grid,1e-05
0.4641,1000.0,1.0,0.01,2.0,0.0,grid,0.001
0.456,1000.0,1.0,0.01,2.0,0.0,grid,0.01
0.1905,1000.0,1.0,0.01,1.0,0.5,grid,1e-05
0.1477,1000.0,1.0,0.01,1.0,0.5,grid,0.001
0.1466,1000.0,1.0,0.01,1.0,0.5,grid,0.01
0.2634,1000.0,1.0,0.01,1.0,0.0,grid,1e-05
0.2493,1000.0,1.0,0.01,1.0,0.0,grid,0.001
0.232,1000.0,1.0,0.01,1.0,0.0,grid,0.01
0.4462,500.0,0.0,1e-05,3.0,0.5,grid,1e-05
0.4462,500.0,0.0,1e-05,3.0,0.5,grid,0.001
0.4455,500.0,0.0,1e-05,3.0,0.5,grid,0.01
0.4484,500.0,0.0,1e-05,3.0,0.0,grid,1e-05
0.4484,500.0,0.0,1e-05,3.0,0.0,grid,0.001
0.4482,500.0,0.0,1e-05,3.0,0.0,grid,0.01
0.4446,500.0,0.0,1e-05,2.0,0.5,grid,1e-05
0.4446,500.0,0.0,1e-05,2.0,0.5,grid,0.001
0.4451,500.0,0.0,1e-05,2.0,0.5,grid,0.01
0.4507,500.0,0.0,1e-05,2.0,0.0,grid,1e-05
0.4507,500.0,0.0,1e-05,2.0,0.0,grid,0.001
0.4503,500.0,0.0,1e-05,2.0,0.0,grid,0.01
0.3535,500.0,0.0,1e-05,1.0,0.5,grid,1e-05
0.3535,500.0,0.0,1e-05,1.0,0.5,grid,0.001
0.3535,500.0,0.0,1e-05,1.0,0.5,grid,0.01
0.3724,500.0,0.0,1e-05,1.0,0.0,grid,1e-05
0.3724,500.0,0.0,1e-05,1.0,0.0,grid,0.001
0.3724,500.0,0.0,1e-05,1.0,0.0,grid,0.01
0.4758,500.0,0.0,0.0001,3.0,0.5,grid,1e-05
0.4883,500.0,0.0,0.0001,3.0,0.5,grid,0.001
0.4798,500.0,0.0,0.0001,3.0,0.5,grid,0.01
0.5134,500.0,0.0,0.0001,3.0,0.0,grid,1e-05
0.5153,500.0,0.0,0.0001,3.0,0.0,grid,0.001
0.5143,500.0,0.0,0.0001,3.0,0.0,grid,0.01
0.4684,500.0,0.0,0.0001,2.0,0.5,grid,1e-05
0.4684,500.0,0.0,0.0001,2.0,0.5,grid,0.001
0.4626,500.0,0.0,0.0001,2.0,0.5,grid,0.01
0.5034,500.0,0.0,0.0001,2.0,0.0,grid,1e-05
0.5063,500.0,0.0,0.0001,2.0,0.0,grid,0.001
0.5075,500.0,0.0,0.0001,2.0,0.0,grid,0.01
0.3821,500.0,0.0,0.0001,1.0,0.5,grid,1e-05
0.3816,500.0,0.0,0.0001,1.0,0.5,grid,0.001
0.3811,500.0,0.0,0.0001,1.0,0.5,grid,0.01
0.4058,500.0,0.0,0.0001,1.0,0.0,grid,1e-05
0.4071,500.0,0.0,0.0001,1.0,0.0,grid,0.001
0.4058,500.0,0.0,0.0001,1.0,0.0,grid,0.01
0.1,500.0,0.0,0.001,3.0,0.5,grid,1e-05
0.1,500.0,0.0,0.001,3.0,0.5,grid,0.001
0.1,500.0,0.0,0.001,3.0,0.5,grid,0.01
0.4881,500.0,0.0,0.001,3.0,0.0,grid,1e-05
0.4833,500.0,0.0,0.001,3.0,0.0,grid,0.001
0.4923,500.0,0.0,0.001,3.0,0.0,grid,0.01
0.1,500.0,0.0,0.001,2.0,0.5,grid,1e-05
0.1,500.0,0.0,0.001,2.0,0.5,grid,0.001
0.1,500.0,0.0,0.001,2.0,0.5,grid,0.01
0.272,500.0,0.0,0.001,2.0,0.0,grid,1e-05
0.2753,500.0,0.0,0.001,2.0,0.0,grid,0.001
0.2704,500.0,0.0,0.001,2.0,0.0,grid,0.01
0.2519,500.0,0.0,0.001,1.0,0.5,grid,1e-05
0.2821,500.0,0.0,0.001,1.0,0.5,grid,0.001
0.2718,500.0,0.0,0.001,1.0,0.5,grid,0.01
0.3631,500.0,0.0,0.001,1.0,0.0,grid,1e-05
0.3743,500.0,0.0,0.001,1.0,0.0,grid,0.001
0.3658,500.0,0.0,0.001,1.0,0.0,grid,0.01
0.1,500.0,0.0,0.01,3.0,0.5,grid,1e-05
0.1,500.0,0.0,0.01,3.0,0.5,grid,0.001
0.1,500.0,0.0,0.01,3.0,0.5,grid,0.01
0.1,500.0,0.0,0.01,3.0,0.0,grid,1e-05
0.1,500.0,0.0,0.01,3.0,0.0,grid,0.001
0.1,500.0,0.0,0.01,3.0,0.0,grid,0.01
0.1,500.0,0.0,0.01,2.0,0.5,grid,1e-05
0.1,500.0,0.0,0.01,2.0,0.5,grid,0.001
0.1,500.0,0.0,0.01,2.0,0.5,grid,0.01
0.1,500.0,0.0,0.01,2.0,0.0,grid,1e-05
0.1,500.0,0.0,0.01,2.0,0.0,grid,0.001
0.1,500.0,0.0,0.01,2.0,0.0,grid,0.01
0.0975,500.0,0.0,0.01,1.0,0.5,grid,1e-05
0.12,500.0,0.0,0.01,1.0,0.5,grid,0.001
0.1142,500.0,0.0,0.01,1.0,0.5,grid,0.01
0.128,500.0,0.0,0.01,1.0,0.0,grid,1e-05
0.1558,500.0,0.0,0.01,1.0,0.0,grid,0.001
0.1591,500.0,0.0,0.01,1.0,0.0,grid,0.01
0.4463,500.0,1.0,1e-05,3.0,0.5,grid,1e-05
0.4463,500.0,1.0,1e-05,3.0,0.5,grid,0.001
0.4463,500.0,1.0,1e-05,3.0,0.5,grid,0.01
0.4471,500.0,1.0,1e-05,3.0,0.0,grid,1e-05
0.4471,500.0,1.0,1e-05,3.0,0.0,grid,0.001
0.4477,500.0,1.0,1e-05,3.0,0.0,grid,0.01
0.4455,500.0,1.0,1e-05,2.0,0.5,grid,1e-05
0.4455,500.0,1.0,1e-05,2.0,0.5,grid,0.001
0.4456,500.0,1.0,1e-05,2.0,0.5,grid,0.01
0.4497,500.0,1.0,1e-05,2.0,0.0,grid,1e-05
0.4497,500.0,1.0,1e-05,2.0,0.0,grid,0.001
0.4497,500.0,1.0,1e-05,2.0,0.0,grid,0.01
0.3542,500.0,1.0,1e-05,1.0,0.5,grid,1e-05
0.3542,500.0,1.0,1e-05,1.0,0.5,grid,0.001
0.3541,500.0,1.0,1e-05,1.0,0.5,grid,0.01
0.3723,500.0,1.0,1e-05,1.0,0.0,grid,1e-05
0.3723,500.0,1.0,1e-05,1.0,0.0,grid,0.001
0.3723,500.0,1.0,1e-05,1.0,0.0,grid,0.01
0.4871,500.0,1.0,0.0001,3.0,0.5,grid,1e-05
0.4832,500.0,1.0,0.0001,3.0,0.5,grid,0.001
0.4881,500.0,1.0,0.0001,3.0,0.5,grid,0.01
0.515,500.0,1.0,0.0001,3.0,0.0,grid,1e-05
0.5141,500.0,1.0,0.0001,3.0,0.0,grid,0.001
0.5147,500.0,1.0,0.0001,3.0,0.0,grid,0.01
0.4675,500.0,1.0,0.0001,2.0,0.5,grid,1e-05
0.4601,500.0,1.0,0.0001,2.0,0.5,grid,0.001
0.4554,500.0,1.0,0.0001,2.0,0.5,grid,0.01
0.5063,500.0,1.0,0.0001,2.0,0.0,grid,1e-05
0.5018,500.0,1.0,0.0001,2.0,0.0,grid,0.001
0.5033,500.0,1.0,0.0001,2.0,0.0,grid,0.01
0.3817,500.0,1.0,0.0001,1.0,0.5,grid,1e-05
0.3816,500.0,1.0,0.0001,1.0,0.5,grid,0.001
0.3803,500.0,1.0,0.0001,1.0,0.5,grid,0.01
0.4079,500.0,1.0,0.0001,1.0,0.0,grid,1e-05
0.4079,500.0,1.0,0.0001,1.0,0.0,grid,0.001
0.4063,500.0,1.0,0.0001,1.0,0.0,grid,0.01
0.2001,500.0,1.0,0.001,3.0,0.5,grid,1e-05
0.3007,500.0,1.0,0.001,3.0,0.5,grid,0.001
0.2708,500.0,1.0,0.001,3.0,0.5,grid,0.01
0.5024,500.0,1.0,0.001,3.0,0.0,grid,1e-05
0.4961,500.0,1.0,0.001,3.0,0.0,grid,0.001
0.4968,500.0,1.0,0.001,3.0,0.0,grid,0.01
0.3318,500.0,1.0,0.001,2.0,0.5,grid,1e-05
0.3342,500.0,1.0,0.001,2.0,0.5,grid,0.001
0.315,500.0,1.0,0.001,2.0,0.5,grid,0.01
0.4202,500.0,1.0,0.001,2.0,0.0,grid,1e-05
0.4222,500.0,1.0,0.001,2.0,0.0,grid,0.001
0.4235,500.0,1.0,0.001,2.0,0.0,grid,0.01
0.3143,500.0,1.0,0.001,1.0,0.5,grid,1e-05
0.3064,500.0,1.0,0.001,1.0,0.5,grid,0.001
0.3189,500.0,1.0,0.001,1.0,0.5,grid,0.01
0.3754,500.0,1.0,0.001,1.0,0.0,grid,1e-05
0.3745,500.0,1.0,0.001,1.0,0.0,grid,0.001
0.3737,500.0,1.0,0.001,1.0,0.0,grid,0.01
0.1218,500.0,1.0,0.01,3.0,0.5,grid,1e-05
0.1421,500.0,1.0,0.01,3.0,0.5,grid,0.001
0.1427,500.0,1.0,0.01,3.0,0.5,grid,0.01
0.3591,500.0,1.0,0.01,3.0,0.0,grid,1e-05
0.4791,500.0,1.0,0.01,3.0,0.0,grid,0.001
0.454,500.0,1.0,0.01,3.0,0.0,grid,0.01
0.1536,500.0,1.0,0.01,2.0,0.5,grid,1e-05
0.1538,500.0,1.0,0.01,2.0,0.5,grid,0.001
0.1661,500.0,1.0,0.01,2.0,0.5,grid,0.01
0.4346,500.0,1.0,0.01,2.0,0.0,grid,1e-05
0.4567,500.0,1.0,0.01,2.0,0.0,grid,0.001
0.4578,500.0,1.0,0.01,2.0,0.0,grid,0.01
0.1905,500.0,1.0,0.01,1.0,0.5,grid,1e-05
0.1477,500.0,1.0,0.01,1.0,0.5,grid,0.001
0.1466,500.0,1.0,0.01,1.0,0.5,grid,0.01
0.2634,500.0,1.0,0.01,1.0,0.0,grid,1e-05
0.2493,500.0,1.0,0.01,1.0,0.0,grid,0.001
0.232,500.0,1.0,0.01,1.0,0.0,grid,0.01
0.4594,2250.0,0.0,4.281332398719396e-06,3.0,0.25,random,0.004641588833612777
0.1,2500.0,0.0,0.00615848211066026,2.0,0.0,random,4.641588833612782e-05
0.4566,2750.0,1.0,4.281332398719396e-06,2.0,0.25,random,2.1544346900318823e-05
0.3152,1000.0,0.0,0.0014384498882876629,1.0,0.25,random,1e-05
0.1272,3500.0,1.0,0.01,2.0,0.5,random,0.01
0.514,3750.0,1.0,4.8329302385717524e-05,2.0,0.0,random,1e-05
0.1672,1500.0,0.0,0.002335721469090121,1.0,0.5,random,0.00046415888336127773
0.4936,2250.0,1.0,0.002335721469090121,3.0,0.0,random,1e-05
0.3531,1500.0,1.0,0.0005455594781168515,2.0,0.25,random,0.00021544346900318823
0.458,2750.0,0.0,4.281332398719396e-06,3.0,0.5,random,2.1544346900318823e-05
0.5097,3750.0,1.0,0.00020691380811147902,2.0,0.0,random,0.01
0.4785,3500.0,1.0,0.003792690190732246,2.0,0.0,random,4.641588833612782e-05
0.4361,1250.0,0.0,0.00012742749857031334,2.0,0.25,random,4.641588833612782e-05
0.1977,750.0,1.0,0.00615848211066026,1.0,0.25,random,2.1544346900318823e-05
0.1,2500.0,0.0,0.00012742749857031334,3.0,0.5,random,0.00046415888336127773
0.1307,1250.0,1.0,0.01,2.0,0.25,random,0.0001
0.4232,3750.0,1.0,1.6237767391887209e-06,2.0,0.5,random,0.004641588833612777
0.5027,3500.0,0.0,1.8329807108324375e-05,2.0,0.0,random,0.004641588833612777
0.3756,1500.0,0.0,0.0005455594781168515,1.0,0.0,random,0.00021544346900318823
0.521,1750.0,1.0,4.8329302385717524e-05,3.0,0.0,random,0.0001
0.5263,3500.0,0.0,2.9763514416313192e-05,3.0,0.0,random,0.00021544346900318823
0.3662,750.0,1.0,0.00020691380811147902,1.0,0.5,random,4.641588833612782e-05
0.5304,3500.0,0.0,4.8329302385717524e-05,3.0,0.0,random,4.641588833612782e-05
0.3968,1000.0,1.0,4.8329302385717524e-05,1.0,0.25,random,0.004641588833612777
0.2427,750.0,1.0,0.002335721469090121,2.0,0.5,random,0.001
0.1,2000.0,0.0,0.0008858667904100823,3.0,0.0,random,0.00046415888336127773
0.3968,1000.0,0.0,7.847599703514606e-05,1.0,0.25,random,0.00021544346900318823
0.5174,3500.0,0.0,2.9763514416313192e-05,3.0,0.25,random,0.00021544346900318823
0.4354,3250.0,0.0,2.6366508987303555e-06,3.0,0.25,random,0.002154434690031882
0.1591,3250.0,0.0,0.01,1.0,0.0,random,0.01
0.1002,3750.0,0.0,0.01,1.0,0.5,random,0.00021544346900318823
0.5188,1000.0,1.0,7.847599703514606e-05,3.0,0.0,random,0.00021544346900318823
0.1729,3000.0,0.0,0.00012742749857031334,3.0,0.5,random,1e-05
0.4112,2250.0,0.0,1.6237767391887209e-06,3.0,0.5,random,0.001
0.4008,750.0,0.0,0.00012742749857031334,1.0,0.25,random,0.01
0.1237,2500.0,0.0,0.00020691380811147902,2.0,0.5,random,1e-05
0.4835,1000.0,0.0,2.9763514416313192e-05,2.0,0.5,random,0.002154434690031882
0.4437,1250.0,0.0,4.281332398719396e-06,2.0,0.25,random,4.641588833612782e-05
0.405,2250.0,1.0,7.847599703514606e-05,1.0,0.0,random,4.641588833612782e-05
0.1431,500.0,1.0,0.00615848211066026,1.0,0.5,random,0.002154434690031882
0.3774,2750.0,0.0,0.00012742749857031334,1.0,0.5,random,2.1544346900318823e-05
0.4806,500.0,1.0,4.8329302385717524e-05,3.0,0.5,random,0.00021544346900318823
0.1703,3000.0,0.0,0.00615848211066026,1.0,0.0,random,4.641588833612782e-05
0.158,3500.0,1.0,0.0014384498882876629,3.0,0.5,random,4.641588833612782e-05
0.1,2500.0,0.0,0.00615848211066026,3.0,0.0,random,0.001
0.3023,3500.0,1.0,0.0014384498882876629,2.0,0.25,random,0.0001
0.4959,500.0,1.0,0.0014384498882876629,3.0,0.0,random,0.00046415888336127773
0.4712,1750.0,1.0,0.003792690190732246,3.0,0.0,random,0.0001
0.3774,500.0,0.0,0.00012742749857031334,1.0,0.5,random,4.641588833612782e-05
0.3931,2500.0,1.0,2.9763514416313192e-05,1.0,0.0,random,0.01
0.1,3250.0,0.0,0.0003359818286283781,3.0,0.0,random,0.0001
0.5017,3250.0,1.0,0.0014384498882876629,2.0,0.0,random,0.01
0.4553,2000.0,0.0,2.9763514416313192e-05,2.0,0.5,random,0.002154434690031882
0.344,3000.0,1.0,4.281332398719396e-06,1.0,0.0,random,0.00046415888336127773
0.4888,2250.0,1.0,0.00020691380811147902,2.0,0.0,random,4.641588833612782e-05
0.5149,2750.0,1.0,2.9763514416313192e-05,3.0,0.25,random,1e-05
0.4387,1000.0,0.0,4.281332398719396e-06,2.0,0.5,random,2.1544346900318823e-05
0.2412,500.0,0.0,1e-06,1.0,0.25,random,4.641588833612782e-05
0.5166,2000.0,1.0,0.0008858667904100823,3.0,0.0,random,0.0001
0.4813,3750.0,1.0,0.0005455594781168515,2.0,0.0,random,2.1544346900318823e-05
0.4991,1500.0,1.0,0.0005455594781168515,3.0,0.0,random,4.641588833612782e-05
0.1,1750.0,0.0,0.002335721469090121,2.0,0.5,random,0.00046415888336127773
0.4566,1250.0,1.0,6.951927961775606e-06,2.0,0.0,random,0.00021544346900318823
0.3965,1000.0,1.0,4.8329302385717524e-05,1.0,0.25,random,0.001
0.1,1250.0,0.0,0.01,2.0,0.0,random,0.0001
0.1,4000.0,0.0,0.01,3.0,0.25,random,0.0001
0.5109,3250.0,1.0,4.8329302385717524e-05,2.0,0.25,random,4.641588833612782e-05
0.3549,750.0,0.0,0.0014384498882876629,3.0,0.0,random,0.00046415888336127773
0.4701,2750.0,1.0,6.951927961775606e-06,2.0,0.25,random,0.002154434690031882
0.4732,4000.0,1.0,6.951927961775606e-06,2.0,0.25,random,0.0001
0.3179,3750.0,0.0,7.847599703514606e-05,2.0,0.5,random,4.641588833612782e-05
0.1534,3750.0,0.0,0.01,1.0,0.0,random,0.00021544346900318823
0.452,1000.0,1.0,0.01,2.0,0.0,random,0.00046415888336127773
0.4821,500.0,1.0,0.0005455594781168515,3.0,0.25,random,1e-05
0.4786,4000.0,0.0,4.8329302385717524e-05,2.0,0.0,random,0.00021544346900318823
0.2931,1000.0,0.0,0.002335721469090121,1.0,0.0,random,0.01
0.4054,500.0,1.0,7.847599703514606e-05,1.0,0.0,random,0.01
0.1,3500.0,0.0,0.0008858667904100823,2.0,0.0,random,0.00021544346900318823
0.4322,1750.0,0.0,2.6366508987303555e-06,2.0,0.25,random,0.01
0.1748,750.0,0.0,0.002335721469090121,1.0,0.5,random,0.01
0.1,2250.0,0.0,0.0014384498882876629,2.0,0.25,random,1e-05
0.4299,4000.0,0.0,2.9763514416313192e-05,2.0,0.25,random,0.00021544346900318823
0.3947,3000.0,1.0,0.00020691380811147902,1.0,0.25,random,0.004641588833612777
0.1,3000.0,0.0,0.01,2.0,0.25,random,2.1544346900318823e-05
0.262,3000.0,0.0,0.00012742749857031334,2.0,0.5,random,0.0001
0.273,750.0,0.0,1.6237767391887209e-06,1.0,0.25,random,0.0001
0.3356,2500.0,0.0,0.0003359818286283781,1.0,0.5,random,1e-05
0.3104,2250.0,0.0,4.281332398719396e-06,1.0,0.5,random,0.00046415888336127773
0.1,2250.0,0.0,0.0014384498882876629,3.0,0.25,random,0.00046415888336127773
0.2506,500.0,0.0,1e-06,1.0,0.0,random,0.0001
0.1458,3500.0,0.0,0.0003359818286283781,3.0,0.25,random,4.641588833612782e-05
0.2509,750.0,1.0,1e-06,1.0,0.0,random,0.001
0.405,2000.0,0.0,0.00012742749857031334,1.0,0.0,random,0.001
0.3074,3000.0,0.0,2.6366508987303555e-06,1.0,0.25,random,4.641588833612782e-05
0.3568,1250.0,1.0,0.0005455594781168515,1.0,0.25,random,0.01
0.4628,1250.0,0.0,6.951927961775606e-06,2.0,0.25,random,0.004641588833612777
0.4996,2000.0,1.0,2.9763514416313192e-05,3.0,0.5,random,2.1544346900318823e-05
0.1589,1750.0,0.0,0.01,1.0,0.0,random,4.641588833612782e-05
0.152,2250.0,1.0,0.003792690190732246,1.0,0.5,random,0.01
0.4861,1250.0,0.0,0.00020691380811147902,3.0,0.0,random,0.00046415888336127773
0.4284,3750.0,1.0,1.6237767391887209e-06,2.0,0.25,random,1e-05
0.3077,3750.0,1.0,2.6366508987303555e-06,1.0,0.25,random,0.00046415888336127773
0.3549,3000.0,1.0,0.0005455594781168515,1.0,0.25,random,2.1544346900318823e-05
0.4734,2250.0,0.0,2.9763514416313192e-05,3.0,0.5,random,4.641588833612782e-05
0.375,3250.0,0.0,0.0003359818286283781,1.0,0.25,random,0.004641588833612777
0.3324,1250.0,1.0,0.0014384498882876629,1.0,0.25,random,0.00021544346900318823
0.1,2500.0,0.0,0.0005455594781168515,3.0,0.0,random,0.0001
0.4667,750.0,1.0,0.00012742749857031334,2.0,0.5,random,0.004641588833612777
0.2922,1000.0,1.0,0.0003359818286283781,3.0,0.5,random,1e-05
0.3628,3000.0,1.0,0.00020691380811147902,1.0,0.5,random,0.004641588833612777
0.3929,2250.0,1.0,0.00020691380811147902,1.0,0.25,random,0.001
0.3389,500.0,1.0,6.951927961775606e-06,1.0,0.5,random,0.0001
0.5115,2000.0,0.0,1.8329807108324375e-05,3.0,0.0,random,4.641588833612782e-05
0.3774,3000.0,0.0,1.1288378916846883e-05,1.0,0.0,random,1e-05
0.3596,3000.0,1.0,0.0014384498882876629,1.0,0.0,random,0.004641588833612777
0.3004,1500.0,1.0,0.003792690190732246,1.0,0.0,random,0.00046415888336127773
0.1,1750.0,0.0,0.0014384498882876629,2.0,0.5,random,0.002154434690031882
0.1373,2250.0,1.0,0.01,3.0,0.5,random,0.0001
0.1729,1500.0,1.0,0.00615848211066026,2.0,0.25,random,0.001
0.4074,500.0,1.0,0.01,3.0,0.0,random,0.0001
0.4851,3000.0,1.0,1.1288378916846883e-05,3.0,0.5,random,1e-05
0.4866,2750.0,1.0,0.00012742749857031334,2.0,0.25,random,4.641588833612782e-05
0.368,3250.0,1.0,0.0005455594781168515,2.0,0.25,random,0.00046415888336127773
0.5048,1750.0,1.0,0.0008858667904100823,3.0,0.0,random,0.00021544346900318823
0.1,1500.0,0.0,0.002335721469090121,3.0,0.25,random,0.001
