accuracy,hidden_size,leaky_relu,learning_rate,num_layers,p_dropout,search_type,weight_decay
0.1482,1250.0,1.0,0.0014384498882876629,3.0,0.5,random,0.00021544346900318823
0.1,1000.0,0.0,0.00615848211066026,3.0,0.5,random,0.001
0.1933,4000.0,1.0,0.0014384498882876629,2.0,0.5,random,0.001
0.2866,2500.0,1.0,0.002335721469090121,1.0,0.25,random,0.002154434690031882
0.496,1250.0,0.0,2.9763514416313192e-05,2.0,0.0,random,1e-05
0.3663,1500.0,1.0,1e-06,3.0,0.25,random,4.641588833612782e-05
0.3833,2250.0,0.0,0.0003359818286283781,1.0,0.0,random,1e-05
0.3783,750.0,1.0,0.0003359818286283781,1.0,0.25,random,0.0001
0.1,2750.0,0.0,0.00615848211066026,3.0,0.5,random,0.00046415888336127773
0.4406,3750.0,0.0,4.8329302385717524e-05,3.0,0.25,random,2.1544346900318823e-05
0.3108,2000.0,1.0,4.281332398719396e-06,1.0,0.5,random,2.1544346900318823e-05
0.4377,3500.0,0.0,4.8329302385717524e-05,3.0,0.5,random,0.01
0.3367,3750.0,0.0,0.0003359818286283781,1.0,0.5,random,0.00046415888336127773
0.4806,1750.0,1.0,2.9763514416313192e-05,2.0,0.5,random,0.004641588833612777
0.2982,2750.0,1.0,0.00020691380811147902,3.0,0.5,random,0.001
0.3952,2000.0,1.0,0.00020691380811147902,1.0,0.0,random,0.00021544346900318823
0.382,2250.0,1.0,0.0003359818286283781,1.0,0.0,random,0.004641588833612777
0.4515,2750.0,0.0,7.847599703514606e-05,3.0,0.25,random,0.00046415888336127773
0.1,3500.0,0.0,0.0005455594781168515,3.0,0.5,random,0.00046415888336127773
0.2012,1500.0,0.0,0.003792690190732246,1.0,0.25,random,1e-05
0.3148,3750.0,0.0,2.6366508987303555e-06,1.0,0.0,random,0.00046415888336127773
0.3487,3000.0,0.0,0.0014384498882876629,1.0,0.0,random,0.001
0.3935,1750.0,0.0,2.9763514416313192e-05,1.0,0.0,random,2.1544346900318823e-05
0.5029,3750.0,1.0,1.8329807108324375e-05,2.0,0.0,random,2.1544346900318823e-05
0.4795,2250.0,1.0,1.1288378916846883e-05,2.0,0.25,random,4.641588833612782e-05
0.3721,1750.0,1.0,0.00020691380811147902,1.0,0.5,random,0.01
0.3027,500.0,0.0,0.0008858667904100823,2.0,0.0,random,0.01
0.4431,3250.0,0.0,2.9763514416313192e-05,3.0,0.25,random,2.1544346900318823e-05
0.397,1750.0,1.0,4.8329302385717524e-05,1.0,0.25,random,0.01
0.4748,750.0,1.0,4.8329302385717524e-05,2.0,0.5,random,0.01
0.1716,3250.0,0.0,0.01,1.0,0.0,random,0.004641588833612777
0.3712,3500.0,1.0,0.01,3.0,0.0,random,2.1544346900318823e-05
0.1,500.0,0.0,0.0014384498882876629,3.0,0.0,random,0.002154434690031882
0.2914,1500.0,1.0,0.0003359818286283781,3.0,0.5,random,0.0001
0.3327,1250.0,0.0,1e-06,3.0,0.5,random,4.641588833612782e-05
0.4564,3000.0,0.0,4.281332398719396e-06,2.0,0.0,random,0.00046415888336127773
0.1626,1000.0,1.0,0.00615848211066026,2.0,0.5,random,0.001
0.4003,3250.0,1.0,1e-06,3.0,0.25,random,4.641588833612782e-05
0.3862,1000.0,0.0,1.6237767391887209e-06,2.0,0.0,random,0.0001
0.3615,2750.0,1.0,0.0005455594781168515,2.0,0.25,random,4.641588833612782e-05
0.3157,3500.0,0.0,0.0005455594781168515,1.0,0.5,random,0.00021544346900318823
0.2412,750.0,0.0,1e-06,1.0,0.25,random,0.0001
0.4903,3750.0,0.0,1.1288378916846883e-05,2.0,0.25,random,2.1544346900318823e-05
0.372,3500.0,0.0,1.1288378916846883e-05,1.0,0.25,random,0.00021544346900318823
0.3968,1750.0,0.0,0.00020691380811147902,1.0,0.0,random,0.002154434690031882
0.3941,750.0,0.0,0.00020691380811147902,1.0,0.25,random,0.01
0.3266,2250.0,0.0,0.0014384498882876629,1.0,0.25,random,0.01
0.4195,2750.0,0.0,1.6237767391887209e-06,3.0,0.0,random,0.002154434690031882
0.5119,1750.0,1.0,2.9763514416313192e-05,3.0,0.25,random,2.1544346900318823e-05
0.1,500.0,0.0,0.002335721469090121,3.0,0.25,random,0.00046415888336127773
0.2581,750.0,1.0,0.00615848211066026,1.0,0.0,random,0.01
0.4426,1250.0,0.0,0.00020691380811147902,3.0,0.25,random,0.001
0.1,500.0,0.0,0.0008858667904100823,2.0,0.5,random,0.00046415888336127773
0.3603,500.0,0.0,1.1288378916846883e-05,1.0,0.5,random,0.0001
0.3788,3250.0,1.0,0.0003359818286283781,1.0,0.25,random,0.001
0.4003,3250.0,1.0,1e-06,3.0,0.25,random,1e-05
0.3981,3750.0,1.0,0.00020691380811147902,1.0,0.0,random,2.1544346900318823e-05
0.3505,1000.0,1.0,1e-06,3.0,0.5,random,0.002154434690031882
0.2489,750.0,1.0,0.0014384498882876629,3.0,0.25,random,0.0001
0.3074,3500.0,0.0,2.6366508987303555e-06,1.0,0.25,random,4.641588833612782e-05
0.4107,2000.0,0.0,1.6237767391887209e-06,2.0,0.25,random,0.0001
0.5124,2750.0,0.0,2.9763514416313192e-05,2.0,0.0,random,1e-05
0.3841,3500.0,0.0,0.0003359818286283781,1.0,0.0,random,0.0001
0.4973,1000.0,0.0,7.847599703514606e-05,2.0,0.25,random,0.00021544346900318823
0.3105,2500.0,1.0,0.0008858667904100823,1.0,0.5,random,0.00021544346900318823
0.3901,2750.0,0.0,4.8329302385717524e-05,1.0,0.5,random,4.641588833612782e-05
0.1128,2250.0,0.0,0.01,1.0,0.25,random,0.01
0.3931,2750.0,1.0,2.9763514416313192e-05,1.0,0.0,random,0.01
0.3302,3750.0,1.0,0.0008858667904100823,1.0,0.25,random,0.001
0.3997,2750.0,1.0,4.8329302385717524e-05,1.0,0.0,random,0.00046415888336127773
0.4581,2250.0,1.0,4.281332398719396e-06,3.0,0.25,random,0.01
0.4498,750.0,0.0,0.0008858667904100823,3.0,0.0,random,0.001
0.3435,1500.0,1.0,0.0008858667904100823,1.0,0.25,random,0.00046415888336127773
0.1991,750.0,0.0,0.003792690190732246,1.0,0.0,random,1e-05
0.4536,3500.0,0.0,1.1288378916846883e-05,3.0,0.5,random,0.01
0.5109,2500.0,0.0,1.8329807108324375e-05,3.0,0.0,random,0.004641588833612777
0.3774,1750.0,0.0,0.00012742749857031334,1.0,0.5,random,0.00021544346900318823
0.1,1000.0,0.0,0.01,3.0,0.25,random,4.641588833612782e-05
0.4903,1500.0,1.0,1.8329807108324375e-05,2.0,0.25,random,4.641588833612782e-05
0.4813,2250.0,0.0,1.1288378916846883e-05,2.0,0.0,random,0.00046415888336127773
0.4665,3250.0,0.0,1.8329807108324375e-05,2.0,0.0,random,0.0001
0.2634,1500.0,1.0,0.01,1.0,0.0,random,1e-05
0.1,1250.0,0.0,0.003792690190732246,2.0,0.25,random,0.00021544346900318823
0.2831,2500.0,0.0,2.6366508987303555e-06,1.0,0.5,random,0.002154434690031882
0.3266,1000.0,0.0,0.0014384498882876629,1.0,0.25,random,0.01
0.4537,1750.0,0.0,7.847599703514606e-05,2.0,0.25,random,0.0001
0.1525,2500.0,1.0,0.0014384498882876629,3.0,0.5,random,0.00021544346900318823
0.5079,1000.0,1.0,0.00020691380811147902,2.0,0.0,random,0.002154434690031882
0.405,2500.0,1.0,7.847599703514606e-05,1.0,0.0,random,0.0001
0.2263,3500.0,1.0,0.0005455594781168515,3.0,0.25,random,1e-05
0.3997,2500.0,1.0,4.8329302385717524e-05,1.0,0.0,random,4.641588833612782e-05
0.4494,3000.0,0.0,1.8329807108324375e-05,2.0,0.5,random,0.002154434690031882
0.3811,1750.0,1.0,1e-06,2.0,0.5,random,0.001
0.1,4000.0,0.0,0.003792690190732246,2.0,0.25,random,4.641588833612782e-05
0.1,4000.0,0.0,0.0008858667904100823,3.0,0.0,random,0.001
0.4669,2500.0,0.0,6.951927961775606e-06,2.0,0.5,random,0.001
0.3952,3750.0,1.0,0.00020691380811147902,1.0,0.0,random,0.00021544346900318823
0.5048,500.0,0.0,7.847599703514606e-05,3.0,0.25,random,0.0001
0.4985,1500.0,1.0,7.847599703514606e-05,3.0,0.5,random,1e-05
0.1,750.0,0.0,0.0008858667904100823,2.0,0.25,random,0.00046415888336127773
0.3095,3500.0,1.0,0.0003359818286283781,2.0,0.5,random,0.001
0.1,1500.0,0.0,0.003792690190732246,2.0,0.5,random,0.0001
0.1133,1000.0,0.0,0.00615848211066026,1.0,0.5,random,0.001
0.108,1500.0,1.0,0.002335721469090121,3.0,0.25,random,1e-05
0.1466,3250.0,0.0,0.00012742749857031334,2.0,0.5,random,0.00046415888336127773
0.1564,3500.0,1.0,0.01,2.0,0.25,random,1e-05
0.4278,3500.0,1.0,1.6237767391887209e-06,3.0,0.0,random,2.1544346900318823e-05
0.4546,3000.0,0.0,2.9763514416313192e-05,3.0,0.25,random,0.00021544346900318823
0.273,1500.0,0.0,1.6237767391887209e-06,1.0,0.25,random,0.01
0.12,2000.0,0.0,0.01,1.0,0.5,random,0.001
0.1991,1000.0,0.0,0.003792690190732246,1.0,0.0,random,1e-05
0.391,3000.0,1.0,4.8329302385717524e-05,1.0,0.5,random,0.00046415888336127773
0.1991,750.0,0.0,0.003792690190732246,1.0,0.0,random,2.1544346900318823e-05
0.447,4000.0,0.0,2.6366508987303555e-06,2.0,0.25,random,0.00046415888336127773
0.4075,2000.0,0.0,0.00020691380811147902,3.0,0.25,random,0.0001
0.1896,4000.0,1.0,0.002335721469090121,3.0,0.5,random,0.01
0.4856,3500.0,0.0,6.951927961775606e-06,3.0,0.25,random,0.001
0.3437,3750.0,0.0,4.281332398719396e-06,1.0,0.0,random,1e-05
0.4916,500.0,0.0,0.00012742749857031334,2.0,0.25,random,4.641588833612782e-05
0.4844,750.0,1.0,1.8329807108324375e-05,3.0,0.0,random,0.0001
0.474,2250.0,1.0,0.00615848211066026,2.0,0.0,random,0.0001
0.2731,500.0,1.0,1.6237767391887209e-06,1.0,0.25,random,0.004641588833612777
0.3954,1750.0,1.0,2.9763514416313192e-05,1.0,0.25,random,0.002154434690031882
0.3951,3250.0,1.0,2.9763514416313192e-05,1.0,0.25,random,0.01
0.319,3500.0,1.0,0.0014384498882876629,1.0,0.25,random,2.1544346900318823e-05
0.4992,4000.0,1.0,4.8329302385717524e-05,2.0,0.25,random,1e-05
0.4932,2750.0,1.0,0.0008858667904100823,2.0,0.0,random,0.004641588833612777
0.2509,1500.0,1.0,1e-06,1.0,0.0,random,0.00046415888336127773
0.4677,500.0,0.0,1.8329807108324375e-05,2.0,0.25,random,0.00046415888336127773
0.4838,1000.0,0.0,2.9763514416313192e-05,2.0,0.5,random,0.01
0.1066,1500.0,0.0,0.00615848211066026,1.0,0.5,random,4.641588833612782e-05
0.3935,2250.0,0.0,2.9763514416313192e-05,1.0,0.0,random,0.004641588833612777
0.3736,2000.0,1.0,1.8329807108324375e-05,1.0,0.5,random,2.1544346900318823e-05
0.117,1000.0,1.0,0.00615848211066026,3.0,0.25,random,0.00021544346900318823
0.1347,2000.0,1.0,0.00615848211066026,1.0,0.5,random,0.01
0.436,2250.0,0.0,2.6366508987303555e-06,2.0,0.25,random,1e-05
0.3835,2500.0,1.0,2.9763514416313192e-05,1.0,0.5,random,0.0001
0.4993,2250.0,1.0,0.00012742749857031334,3.0,0.25,random,0.01
0.3388,2750.0,0.0,6.951927961775606e-06,1.0,0.5,random,1e-05
0.4729,3750.0,1.0,6.951927961775606e-06,2.0,0.5,random,1e-05
0.4776,1250.0,1.0,0.002335721469090121,2.0,0.0,random,0.001
0.1347,1000.0,1.0,0.00615848211066026,1.0,0.5,random,0.01
0.2509,2250.0,1.0,1e-06,1.0,0.0,random,0.0001
0.4045,2000.0,0.0,0.00012742749857031334,1.0,0.0,random,0.00046415888336127773
0.45,500.0,1.0,0.01,3.0,0.0,random,0.00046415888336127773
0.1105,2500.0,0.0,0.00615848211066026,1.0,0.5,random,2.1544346900318823e-05
0.386,2250.0,1.0,1.8329807108324375e-05,1.0,0.0,random,0.01
0.4455,750.0,1.0,6.951927961775606e-06,2.0,0.0,random,0.00046415888336127773
0.2118,3500.0,1.0,0.00615848211066026,1.0,0.25,random,0.00046415888336127773
0.1331,3000.0,1.0,0.0014384498882876629,3.0,0.25,random,0.01
0.4045,4000.0,0.0,0.00012742749857031334,1.0,0.0,random,2.1544346900318823e-05
0.4936,3500.0,1.0,0.0008858667904100823,2.0,0.0,random,0.002154434690031882
0.4626,3250.0,0.0,6.951927961775606e-06,3.0,0.25,random,0.01
0.2879,2250.0,1.0,0.003792690190732246,1.0,0.0,random,0.002154434690031882
0.3441,3000.0,1.0,4.281332398719396e-06,1.0,0.0,random,0.01
0.2207,3250.0,1.0,1e-06,1.0,0.5,random,4.641588833612782e-05
0.4968,750.0,0.0,0.0005455594781168515,3.0,0.0,random,1e-05
0.2829,1000.0,1.0,0.0008858667904100823,2.0,0.5,random,0.0001
0.154,2500.0,1.0,0.003792690190732246,1.0,0.5,random,0.0001
0.3834,4000.0,0.0,0.0003359818286283781,1.0,0.0,random,0.004641588833612777
0.2255,500.0,1.0,0.002335721469090121,2.0,0.5,random,1e-05
0.3684,4000.0,0.0,0.0008858667904100823,1.0,0.0,random,0.0001
0.39,1250.0,0.0,0.00020691380811147902,3.0,0.5,random,0.0001
0.3809,1250.0,0.0,2.6366508987303555e-06,3.0,0.0,random,0.00046415888336127773
0.3997,1250.0,1.0,4.8329302385717524e-05,1.0,0.0,random,0.001
0.4475,3750.0,0.0,2.6366508987303555e-06,2.0,0.25,random,4.641588833612782e-05
0.4961,2250.0,0.0,2.9763514416313192e-05,2.0,0.0,random,0.0001
0.3547,3000.0,0.0,6.951927961775606e-06,1.0,0.25,random,0.001
0.1823,3250.0,1.0,0.00615848211066026,1.0,0.5,random,0.00021544346900318823
0.3389,1000.0,1.0,6.951927961775606e-06,1.0,0.5,random,0.0001
0.5313,3500.0,1.0,4.8329302385717524e-05,3.0,0.0,random,0.001
0.1,2500.0,0.0,0.0008858667904100823,3.0,0.0,random,0.004641588833612777
0.4577,2250.0,1.0,4.281332398719396e-06,3.0,0.25,random,0.001
0.3552,1000.0,1.0,0.0005455594781168515,1.0,0.25,random,0.00046415888336127773
0.4413,3000.0,0.0,2.6366508987303555e-06,2.0,0.5,random,4.641588833612782e-05
0.4521,500.0,0.0,1.1288378916846883e-05,2.0,0.0,random,0.00046415888336127773
0.4749,3750.0,0.0,6.951927961775606e-06,3.0,0.5,random,0.00046415888336127773
0.2731,2750.0,1.0,1.6237767391887209e-06,1.0,0.25,random,4.641588833612782e-05
0.2057,3250.0,1.0,0.00615848211066026,2.0,0.5,random,0.00021544346900318823
0.4653,3750.0,1.0,4.281332398719396e-06,2.0,0.25,random,4.641588833612782e-05
0.3815,1750.0,0.0,1e-06,2.0,0.0,random,0.01
0.1421,1250.0,1.0,0.002335721469090121,3.0,0.25,random,0.0001
0.4971,500.0,0.0,0.0008858667904100823,3.0,0.0,random,1e-05
0.173,1250.0,1.0,0.00615848211066026,2.0,0.25,random,0.0001
0.5037,750.0,0.0,4.8329302385717524e-05,3.0,0.25,random,0.00046415888336127773
0.5143,2000.0,1.0,2.9763514416313192e-05,3.0,0.25,random,1e-05
0.3831,3000.0,0.0,7.847599703514606e-05,1.0,0.5,random,0.01
0.4822,2000.0,1.0,1.8329807108324375e-05,2.0,0.25,random,0.00046415888336127773
0.251,1250.0,1.0,1.6237767391887209e-06,1.0,0.5,random,0.0001
0.261,2500.0,1.0,0.00615848211066026,1.0,0.0,random,2.1544346900318823e-05
0.1977,3000.0,1.0,0.00615848211066026,1.0,0.25,random,2.1544346900318823e-05
0.4855,500.0,1.0,7.847599703514606e-05,3.0,0.5,random,1e-05
0.4747,3500.0,1.0,6.951927961775606e-06,2.0,0.25,random,1e-05
0.241,3500.0,1.0,1e-06,1.0,0.25,random,0.01
0.1,1750.0,0.0,0.01,2.0,0.5,random,0.004641588833612777
0.397,1250.0,1.0,4.8329302385717524e-05,1.0,0.25,random,0.00046415888336127773
0.4591,3000.0,1.0,4.281332398719396e-06,3.0,0.5,random,0.0001
0.4875,2250.0,1.0,0.0008858667904100823,2.0,0.0,random,0.001
0.3766,4000.0,1.0,0.0005455594781168515,1.0,0.0,random,0.00046415888336127773
0.4463,750.0,1.0,6.951927961775606e-06,3.0,0.0,random,4.641588833612782e-05
0.2164,1750.0,1.0,0.003792690190732246,2.0,0.25,random,4.641588833612782e-05
0.4783,1750.0,1.0,1.1288378916846883e-05,2.0,0.25,random,1e-05
0.5032,3250.0,1.0,1.8329807108324375e-05,3.0,0.25,random,2.1544346900318823e-05
0.4045,500.0,0.0,0.00012742749857031334,1.0,0.0,random,0.00046415888336127773
0.4357,2500.0,0.0,7.847599703514606e-05,2.0,0.5,random,0.001
0.1,4000.0,0.0,0.01,3.0,0.25,random,4.641588833612782e-05
0.3148,2750.0,0.0,2.6366508987303555e-06,1.0,0.0,random,0.001
0.4998,2250.0,0.0,1.8329807108324375e-05,3.0,0.25,random,0.004641588833612777
0.1,1250.0,0.0,0.00615848211066026,3.0,0.0,random,1e-05
0.3591,3000.0,1.0,0.0005455594781168515,2.0,0.25,random,2.1544346900318823e-05
0.3882,3500.0,1.0,0.00012742749857031334,3.0,0.5,random,0.01
0.4634,1250.0,1.0,1.1288378916846883e-05,2.0,0.5,random,1e-05
0.1123,4000.0,1.0,0.01,2.0,0.5,random,0.004641588833612777
0.2458,1750.0,1.0,0.00615848211066026,1.0,0.0,random,0.0001
0.3745,2000.0,0.0,1e-06,3.0,0.0,random,0.00046415888336127773
0.3761,2000.0,1.0,1.1288378916846883e-05,1.0,0.0,random,2.1544346900318823e-05
0.5151,2750.0,1.0,0.00020691380811147902,2.0,0.0,random,4.641588833612782e-05
0.5089,1000.0,0.0,7.847599703514606e-05,2.0,0.0,random,0.001
0.5058,2250.0,1.0,0.00012742749857031334,3.0,0.25,random,4.641588833612782e-05
0.3972,2000.0,1.0,7.847599703514606e-05,1.0,0.25,random,0.001
0.1609,4000.0,0.0,0.002335721469090121,1.0,0.5,random,1e-05
0.2849,3750.0,1.0,1.6237767391887209e-06,1.0,0.0,random,0.0001
0.3838,2500.0,1.0,1.8329807108324375e-05,1.0,0.25,random,0.002154434690031882
0.3713,1250.0,1.0,1.1288378916846883e-05,1.0,0.25,random,0.00021544346900318823
0.3554,750.0,1.0,6.951927961775606e-06,1.0,0.25,random,0.00046415888336127773
0.5094,1250.0,0.0,0.00020691380811147902,2.0,0.0,random,0.01
0.4441,1500.0,1.0,4.281332398719396e-06,2.0,0.5,random,0.0001
0.2849,1500.0,0.0,1.6237767391887209e-06,1.0,0.0,random,0.01
0.1,2750.0,0.0,0.00615848211066026,3.0,0.0,random,4.641588833612782e-05
0.2831,1750.0,0.0,2.6366508987303555e-06,1.0,0.5,random,2.1544346900318823e-05
0.335,750.0,1.0,0.002335721469090121,1.0,0.0,random,2.1544346900318823e-05
0.4456,2750.0,0.0,2.6366508987303555e-06,3.0,0.25,random,0.00021544346900318823
0.1762,3500.0,1.0,0.002335721469090121,3.0,0.5,random,0.0001
0.3857,2750.0,1.0,1.8329807108324375e-05,1.0,0.0,random,1e-05
0.1329,4000.0,0.0,0.00615848211066026,1.0,0.25,random,1e-05
0.3468,1750.0,0.0,0.0003359818286283781,1.0,0.5,random,0.001
0.4879,4000.0,1.0,0.002335721469090121,3.0,0.0,random,0.002154434690031882
0.3987,3750.0,0.0,4.8329302385717524e-05,1.0,0.0,random,0.0001
0.4005,3500.0,0.0,1e-06,3.0,0.0,random,0.004641588833612777
0.3282,1000.0,1.0,0.002335721469090121,1.0,0.0,random,0.004641588833612777
0.453,2500.0,1.0,4.281332398719396e-06,2.0,0.5,random,0.002154434690031882
0.4035,4000.0,0.0,1e-06,2.0,0.5,random,0.004641588833612777
0.2865,3750.0,0.0,0.00020691380811147902,2.0,0.25,random,0.002154434690031882
